clean_teks,tweet_english,sentiment
ikn ibukota koruptor nepotisme mk mahkamah kakak ma mahkamah adik tapera tambah derita rakyat pas gitu,icon of the capital city of corruption nepotism the court is the elder brother the court is the younger brother tapera adds to the peoples suffering at that time,negative
saat panas tapera godok bijak blokir bijak perintah unlogic perintah bobrok ugal ugalan tolakblokirx,when its hot tapera boil wise block wise command unlogic command rotten reckless tolakblokirx,negative
masuk kas tapera,enter tapera cash,negative
blok blok ituu apaaa blok ta aju tapera qgbacotsantuy,block block what block ta aju tapera qgbacotsantuy,negative
tibatan tempel kertas tagih tapera,suddenly stuck to the tapera bill paper,negative
jenis korupsi indonesia jenis uang tentara asabri uang komunikasi menkominfo uang tani tan uang tambang timah uang emas antam uang bansos uang covid uang alkes uang alquran uang haji uang ktp sila tambahin tapera,types of indonesian corruption types of money asabri army money communications minister of communication and information agriculture money tan mining money tin mining money antam gold money social assistance money covid money medical device money koran money hajj money ktp money please add tapera,positive
twitter blokir alih isua cuat ukt tapera ikn liat renta butuh twitter data mining doktrin propaganda citra,twitter block divert issue emerges ukt tapera icon see rent need twitter data mining doctrine propaganda image,negative
enjiehhhh ngandelin gaji guru pakai tapera generasi hutang lunasin gapapa rezeki sugan besok influencer milik yayasan jodoh mapan kerja dubes bismillahpercayakepadatakdirallah,enjiehhhh relying on teacher salaries using tapera the debt generation is paid off its okay sugans fortune tomorrow influencers belonging to the stable jodoh foundation ambassadorial work bismillah believe in destiny allah,positive
iiitsdey fitryeongv potong tapera sisa gaji rb,iiitsdey fitryeongv cut tapera remaining salary rb,negative
bjir kayak capek cari kerja tl malas banget terima gaji potong tapera bjir i demokrasi rakyat rakyat didengerin keluarga joko antek doang kau mah enak gaperlu biayain kau presiden,its like im tired of looking for work but im too lazy to take a salary cut but im a democracy of the people the people are listened to by jokos family henchmen youre good dont need to pay for it youre the president,negative
aryprasetyo jokowi nakula memoryusang anakkolong miduk muhayya billray serakyut buzzernya percaya bela tapera bos,aryprasetyo jokowi nakula memoriusang anakkolong miduk muhayya billray raspy buzzernya believe in defending tapera boss,negative
iiitsdey fitryeongv tapera,iiitsdey fitryeongv tapera,negative
riradeya tapera tutup defisit apbntak batas umur kepala daerah syap aselole,riradeya tapera closes apbntak deficit age limit for regional heads syap aselole,negative
cingreborn bacot sulit tolakblokirx ckup uu ite tapera pajak bonus thr bpjs,cingreborn babble hard to reject blocking enough uu it tapera tax bonus thr bpjs,negative
korban judi online kas bansos twitterx blokir tapera wajib paksa ikut kia cuti maks habis,online gambling victims social assistance cash twitterx block tapera mandatory forced to join kia leave max finished,negative
tabung healingnya potong tapera,the healing tube is cut into tapera,negative
pilih rumah idam hasil tapera besok,choose your dream home from tapera tomorrow,positive
habis pkir perintah drdl gapernah ikut debat capres gpernah nonton etc gila zhalim bngt anak presiden tapera smuanya terang akan rakyat kominfo otak minimal dipake blokir judi online sn,ive thought about drdls orders ive never participated in the presidential candidate debate ive never watched it etc im crazy really cruel president taperas son everything is clear to the people kominfo at least use your brain to block sn online gambling,negative
gilagilanya berita hari block perintah tapera nilai currency usd pindah negara layoff besarbesaran wacana presiden utang judi online,crazy news today block tapera order usd currency value change country massive layoff president discourse online gambling debt,negative
elon warga negara indonesia wajib bayar tapera rumah bayar,indonesian citizens are required to pay house fees,negative
bentar bentar curiga sengaja hembus isu kayak alih isu kaya kesah tapera curiga,for a moment im suspicious that im deliberately blowing up an issue like changing an issue like a suspicious tapera complaint,negative
ovt gimana lulus cari kerja susah kerja gaji potong tapera ngandelin duit ortu jebot,ovt how to graduate looking for a job is hard to work with a cut salary tapera hanging on to your parents money is a waste,negative
orang cicil rumah gausah tapera,people who pay installments for their house dont need tapera,negative
mah tuju slekk gitu menteri jokowi ae ributin kemaren sandi gktau miscom kek jokowi kaget pajak hibur ni tapera tuju libat menteri moga,mah thats what minister jokowi made a fuss about yesterday i dont know whats wrong but jokowi was shocked by the entertainment tax tapera go get the minister involved please,positive
kominfo takut gede bongkar gara warga wkwk urusin judi online urusin orang judi online bantu pakenya tapera miskin miskin negara kocak banget tolakblokirx,kominfo is afraid of being demolished because of local people wkwk takes care of online gambling takes care of people who gamble online helps use tapera for poor poor countries its really funny refuse to block it,negative
gpp bang ngopi tabung tapera,its okay bro drinking coffee from a tapera tube,positive
ukt tapera banding blokir pindah negara,ukt tapera appeal blocks moving countries,negative
budimuni kemkominfo blokir tunda tapera ukt cc elonmusk jokowi,budimuni kemkominfo blocks delay tapera ukt cc elonmusk jokowi,negative
bayar pajak tapera pinjam apbn hasil hidup indonesia rayaaa,pay tapera tax borrow apbn income from indonesia rayaaa,negative
tenang tapera,calm down tapera,positive
awas bayar tapera dek,watch out for paying tapera deck,negative
mending cepat dulu kena tapera wkwkwk,its better to quickly get tapered hahaha,positive
ngemis job ln deh sanggup gaji potong tapera,begging for a job can afford a tapered salary cut,positive
nguntit jaksa dolar roket saham nyungsep timah pilih gubernur dki ikn ancam mangkrak judi online tapera jalan kurang subsidi bbm jatah komisaris timah emas antam aspal,stalking prosecutors rocket dollars shares steal tin elect dki governor ikn threatens to shut down online gambling tapera roads lack fuel subsidies commissioners share tin gold antam asphalt,negative
naeknya stabil y bos pajak listrik bbm tapera hahh suka kau beras malaysia rb negara agraris,the increase is stable boss electricity and fuel taxes on tapera hahh you like malaysian rice rb is an agricultural country,positive
tahap benci muak perintah tapera kominfo hati hati neraka jahanam tunggu,hate stage disgust tapera kominfo command be careful hell hell wait,negative
gatau biaya korupsi tapera,dont know the cost of tapera corruption,negative
its fuck up country massal taperabpjs bullshit rasio utang naikin asw perintah,its fuck up country mass taperabpjs bullshit debt ratio increase asw order,negative
hati potong tapera dek bahaya,heart cut tapera deck danger,negative
anjing tapera,tapera dog,negative
jokowi tolong perhati rakyat sengsara,jokowi please pay attention to the suffering people,negative
main bola kena pajak tapera iya lucu klub kudu bayar usaha bayangin sc heerenveen ipswich kv mechelen cerezo osaka utrecht tagih,playing football is subject to tapera tax yes its funny the club has to pay for the effort imagine sc heerenveen ipswich kv mechelen cerezo osaka utrecht bill,positive
potong gajilu rakyat average gaji juta potong tapera perlu,cutting the average salary of the peoples salary in millions of cuts is necessary,negative
tapera tabung rumah rasta i,tapera tube house rasta i,negative
perintah mohon urusin apbn kepake peras gaji rakyat dalih tapera urus,order please take care of the apbn use it to squeeze peoples salaries under the pretext of taking care of tapera,positive
langkah rampok rakyat tapera hasil gagal tweet kritik viral ambil rencana rampok media bungkam langgeng jalan kominfoisshit,peoples robbery steps tapera failed results viral tweet criticism take media robbery plan silence forever road kominfoisshit,negative
tenang pinjemi rakyat tapera,calm down lend the people tapera,positive
tapera mulut busuk,rotten mouth tapera,negative
deh sungguh alih isu banyak tapera ikn investor putus ma kaesang marak judi online kendara bodong pati vina rupiah anjlok,well its really a change of issue that many investor investors are breaking up because online gambling is rampant driving fake money pati vina the rupiah is falling,negative
kritik kerja otomatis manfaat tapera kpr bangun baik rumah beri kerja wajib bayar simpan wajib,automatic work criticism benefits tapera kpr build good house give work must pay must save,positive
program tuai kritik kontra tolak bijak tapera anggap adil perhati penting kerja,the program reaps criticism and rejection tapera considers it fair and important to pay attention to work,negative
tapera atur undangundang nomor tabung rumah rakyat tetap maret atur baru atur perintah nomor nomor,tapera regulates the law on the number of peoples housing tubes march regulates new regulates the order number number,positive
